t,error
0.0000000000000000,0.0000000000000000
0.0025000000000000,0.1817702232927317
0.0050000000000000,0.1323279330694014
0.0075000000000000,0.1213445877749259
0.0100000000000000,0.1162340998847292
0.0125000000000000,0.1168381301626271
0.0150000000000000,0.1163631327068767
0.0175000000000000,0.1162989218637823
0.0200000000000000,0.1160388142356292
0.0225000000000000,0.1156953333606160
0.0250000000000000,0.1152172354590355
0.0275000000000000,0.1146235383970877
0.0300000000000000,0.1139218404929615
0.0325000000000000,0.1131450403779192
0.0350000000000000,0.1123943598798429
0.0375000000000000,0.1115479984142776
0.0400000000000000,0.1106248251376939
0.0425000000000000,0.1096406872980644
0.0450000000000000,0.1086089693043162
0.0475000000000000,0.1075409819464399
0.0500000000000000,0.1064462952886542
0.0525000000000000,0.1053330060674154
0.0550000000000000,0.1042079606576704
0.0575000000000000,0.1030769404828966
0.0600000000000000,0.1019448177844657
0.0625000000000000,0.1008156870020097
0.0650000000000000,0.0996929761436589
0.0675000000000000,0.0985795415399799
0.0700000000000000,0.0974777487329419
0.0725000000000001,0.0963895417231840
0.0750000000000001,0.0953165023965497
0.0775000000000001,0.0942599016295798
0.0800000000000001,0.0932207433180388
0.0825000000000001,0.0921998023662099
0.0850000000000001,0.0911976575071202
0.0875000000000001,0.0902147196866992
0.0900000000000001,0.0892512566319004
0.0925000000000001,0.0883074141292172
0.0950000000000001,0.0873832344620634
0.0975000000000001,0.0864786723902657
0.1000000000000001,0.0855936090000589
0.1025000000000001,0.0847278637067192
0.1050000000000001,0.0838812046527597
0.1075000000000001,0.0830533577113024
0.1100000000000001,0.0822440142758605
0.1125000000000001,0.0814528379934435
0.1150000000000001,0.0806794705771468
0.1175000000000001,0.0799235368164365
0.1200000000000001,0.0791846488879997
0.1225000000000001,0.0784624100566931
0.1250000000000001,0.0777564178446624
0.1275000000000001,0.0770662667367273
0.1300000000000001,0.0763915504815169
0.1325000000000001,0.0757318640402999
0.1350000000000001,0.0750868052289741
0.1375000000000001,0.0744559760929383
0.1400000000000001,0.0738389840496568
0.1425000000000001,0.0732354428293580
0.1450000000000001,0.0726449732405544
0.1475000000000001,0.0720672037837260
0.1500000000000001,0.0715017711336463
0.1525000000000001,0.0709483205082559
0.1550000000000001,0.0704065059397910
0.1575000000000001,0.0698759904618999
0.1600000000000001,0.0693564462247782
0.1625000000000001,0.0688475545488426
0.1650000000000001,0.0683490059261493
0.1675000000000001,0.0678604999775881
0.1700000000000001,0.0673817453728837
0.1725000000000001,0.0669124597195129
0.1750000000000001,0.0664523694258859
0.1775000000000001,0.0660012095434251
0.1800000000000001,0.0655587235915794
0.1825000000000001,0.0651246633692700
0.1850000000000001,0.0646987887558003
0.1875000000000001,0.0642808675038446
0.1900000000000001,0.0638706750267676
0.1925000000000001,0.0634679941822128
0.1950000000000001,0.0630726150536209
0.1975000000000001,0.0626843347310847
0.2000000000000001,0.0623029570927424
0.2025000000000002,0.0619282925877263
0.2050000000000002,0.0615601580215034
0.2075000000000002,0.0611983763443335
0.2100000000000002,0.0608427764433979
0.2125000000000002,0.0604931929391009
0.2150000000000002,0.0601494659859015
0.2175000000000002,0.0598114410779852
0.2200000000000002,0.0594789688599897
0.2225000000000002,0.0591519049429642
0.2250000000000002,0.0588301097256657
0.2275000000000002,0.0585134482212619
0.2300000000000002,0.0582017898894701
0.2325000000000002,0.0578950084741328
0.2350000000000002,0.0575929818461931
0.2375000000000002,0.0572955918520218
0.2400000000000002,0.0570027241670155
0.2425000000000002,0.0567142681543843
0.2450000000000002,0.0564301167290214
0.2475000000000002,0.0561501662263453
0.2500000000000002,0.0558743162759853
0.2525000000000002,0.0556024696801946
0.2550000000000002,0.0553345322968492
0.2575000000000002,0.0550704129269023
0.2600000000000002,0.0548100232061509
0.2625000000000002,0.0545532775011808
0.2650000000000002,0.0543000928093530
0.2675000000000002,0.0540503886626828
0.2700000000000002,0.0538040870354886
0.2725000000000002,0.0535611122556623
0.2750000000000002,0.0533213909194419
0.2775000000000002,0.0530848518095379
0.2800000000000002,0.0528514258165050
0.2825000000000002,0.0526210458632252
0.2850000000000002,0.0523936468323815
0.2875000000000002,0.0521691654968004
0.2900000000000002,0.0519475404525660
0.2925000000000002,0.0517287120547736
0.2950000000000002,0.0515126223558309
0.2975000000000002,0.0512992150461980
0.3000000000000002,0.0510884353974648
0.3025000000000002,0.0508802302076790
0.3050000000000002,0.0506745477488203
0.3075000000000002,0.0504713377163364
0.3100000000000002,0.0502705511806634
0.3125000000000002,0.0500721405406300
0.3150000000000002,0.0498760594786907
0.3175000000000002,0.0496822629178888
0.3200000000000002,0.0494907069804909
0.3225000000000002,0.0493013489482181
0.3250000000000002,0.0491141472240120
0.3275000000000002,0.0489290612952592
0.3300000000000002,0.0487460516984298
0.3325000000000002,0.0485650799850582
0.3350000000000002,0.0483861086890127
0.3375000000000002,0.0482091012950073
0.3400000000000002,0.0480340222082884
0.3425000000000002,0.0478608367254706
0.3450000000000003,0.0476895110064486
0.3475000000000003,0.0475200120473570
0.3500000000000003,0.0473523076545312
0.3525000000000003,0.0471863664194262
0.3550000000000003,0.0470221576944524
0.3575000000000003,0.0468596515696940
0.3600000000000003,0.0466988188504736
0.3625000000000003,0.0465396310357258
0.3650000000000003,0.0463820602971485
0.3675000000000003,0.0462260794591020
0.3700000000000003,0.0460716619792202
0.3725000000000003,0.0459187819297107
0.3750000000000003,0.0457674139793183
0.3775000000000003,0.0456175333759094
0.3800000000000003,0.0454691159296783
0.3825000000000003,0.0453221379969261
0.3850000000000003,0.0451765764644039
0.3875000000000003,0.0450324087341935
0.3900000000000003,0.0448896127091086
0.3925000000000003,0.0447481667785807
0.3950000000000003,0.0446080498050404
0.3975000000000003,0.0444692411107393
0.4000000000000003,0.0443317204650251
0.4025000000000003,0.0441954680720363
0.4050000000000003,0.0440604645588023
0.4075000000000003,0.0439266909637414
0.4100000000000003,0.0437941287255283
0.4125000000000003,0.0436627596723337
0.4150000000000003,0.0435325660114014
0.4175000000000003,0.0434035303189755
0.4200000000000003,0.0432756355305382
0.4225000000000003,0.0431488649313665
