t,error
0.0000000000000000,0.0000000000000000
0.0010000000000000,0.2334995427583741
0.0020000000000000,0.1659885199245524
0.0030000000000000,0.1276357885116353
0.0040000000000000,0.1091901523488055
0.0050000000000000,0.0938424048781316
0.0060000000000000,0.0861543685756285
0.0070000000000000,0.0777785254876496
0.0080000000000000,0.0736791725166938
0.0090000000000000,0.0684357005551680
0.0100000000000000,0.0656269659662746
0.0110000000000000,0.0622446746196287
0.0120000000000000,0.0598333207940457
0.0130000000000000,0.0573801055067179
0.0140000000000000,0.0553740116375943
0.0150000000000000,0.0534605334698039
0.0160000000000000,0.0517890155861329
0.0170000000000000,0.0502284157329130
0.0180000000000000,0.0488193806415621
0.0190000000000000,0.0475092628163064
0.0200000000000000,0.0463049694210038
0.0210000000000000,0.0451826524015984
0.0220000000000000,0.0441396491055301
0.0230000000000000,0.0431634548882405
0.0240000000000000,0.0422494141251557
0.0250000000000000,0.0413899656441153
0.0260000000000000,0.0405806587553790
0.0270000000000000,0.0398163814986179
0.0280000000000000,0.0390933891473552
0.0290000000000000,0.0384079568783217
0.0300000000000000,0.0377570482789616
0.0310000000000000,0.0371378186603558
0.0320000000000000,0.0365478230831339
0.0330000000000000,0.0359848229743613
0.0340000000000000,0.0354468411846261
0.0350000000000000,0.0349320797102609
0.0360000000000000,0.0344389262207147
0.0370000000000000,0.0339659144062092
0.0380000000000000,0.0335117168569683
0.0390000000000000,0.0330751230448031
0.0400000000000000,0.0326550297573983
0.0410000000000000,0.0322504272161477
0.0420000000000000,0.0318603903302054
0.0430000000000000,0.0314840690950809
0.0440000000000000,0.0311206813603959
0.0450000000000000,0.0307695057847554
0.0460000000000000,0.0304298760449259
0.0470000000000000,0.0301011754763448
0.0480000000000000,0.0297828324729033
0.0490000000000000,0.0294743163158609
0.0500000000000000,0.0291751335127021
0.0510000000000000,0.0288848244998716
0.0520000000000000,0.0286029607122454
0.0530000000000000,0.0283291419457007
0.0540000000000000,0.0280629939946374
0.0550000000000000,0.0278041665218212
0.0560000000000000,0.0275523311396669
0.0570000000000000,0.0273071796752696
0.0580000000000000,0.0270684226007496
0.0590000000000000,0.0268357876094425
0.0600000000000000,0.0266090183229005
0.0610000000000000,0.0263878731143246
0.0620000000000000,0.0261721240364957
0.0630000000000000,0.0259615558432695
0.0640000000000000,0.0257559650952285
0.0650000000000000,0.0255551593410254
0.0660000000000000,0.0253589563669959
0.0670000000000000,0.0251671835083994
0.0680000000000000,0.0249796770164111
0.0690000000000000,0.0247962814756031
0.0700000000000000,0.0246168492672355
0.0710000000000000,0.0244412400741549
0.0720000000000001,0.0242693204235509
0.0730000000000001,0.0241009632641935
0.0740000000000001,0.0239360475751240
0.0750000000000001,0.0237744580030748
0.0760000000000001,0.0236160845261559
0.0770000000000001,0.0234608221415919
0.0780000000000001,0.0233085705755079
0.0790000000000001,0.0231592340129404
0.0800000000000001,0.0230127208464391
0.0810000000000001,0.0228689434417596
0.0820000000000001,0.0227278179192959
0.0830000000000001,0.0225892639500136
0.0840000000000001,0.0224532045647701
0.0850000000000001,0.0223195659759866
0.0860000000000001,0.0221882774107452
0.0870000000000001,0.0220592709544535
0.0880000000000001,0.0219324814042984
0.0890000000000001,0.0218078461317666
0.0900000000000001,0.0216853049535861
0.0910000000000001,0.0215648000104787
0.0920000000000001,0.0214462756531739
0.0930000000000001,0.0213296783351779
0.0940000000000001,0.0212149565118269
0.0950000000000001,0.0211020605451955
0.0960000000000001,0.0209909426144644
0.0970000000000001,0.0208815566313799
0.0980000000000001,0.0207738581604663
0.0990000000000001,0.0206678043436808
0.1000000000000001,0.0205633538292220
0.1010000000000001,0.0204604667042190
0.1020000000000001,0.0203591044310620
0.1030000000000001,0.0202592297871375
0.1040000000000001,0.0201608068077574
0.1050000000000001,0.0200638007320851
0.1060000000000001,0.0199681779518714
0.1070000000000001,0.0198739059628329
0.1080000000000001,0.0197809533185121
0.1090000000000001,0.0196892895864695
0.1100000000000001,0.0195988853066716
0.1110000000000001,0.0195097119519458
0.1120000000000001,0.0194217418903815
0.1130000000000001,0.0193349483495656
0.1140000000000001,0.0192493053825467
0.1150000000000001,0.0191647878354319
0.1160000000000001,0.0190813713165224
0.1170000000000001,0.0189990321669053
0.1180000000000001,0.0189177474324178
0.1190000000000001,0.0188374948369106
0.1200000000000001,0.0187582527567397
0.1210000000000001,0.0186800001964220
0.1220000000000001,0.0186027167653875
0.1230000000000001,0.0185263826557783
0.1240000000000001,0.0184509786212300
0.1250000000000001,0.0183764859565933
0.1260000000000001,0.0183028864785395
0.1270000000000001,0.0182301625070111
0.1280000000000001,0.0181582968474688
0.1290000000000001,0.0180872727738991
0.1300000000000001,0.0180170740125413
0.1310000000000001,0.0179476847263011
0.1320000000000001,0.0178790894998138
0.1330000000000001,0.0178112733251281
0.1340000000000001,0.0177442215879775
0.1350000000000001,0.0176779200546139
0.1360000000000001,0.0176123548591739
0.1370000000000001,0.0175475124915549
0.1380000000000001,0.0174833797857747
0.1390000000000001,0.0174199439087931
0.1400000000000001,0.0173571923497733
0.1410000000000001,0.0172951129097653
0.1420000000000001,0.0172336936917878
0.1430000000000001,0.0171729230912930
0.1440000000000001,0.0171127897869972
0.1450000000000001,0.0170532827320602
0.1460000000000001,0.0169943911455972
0.1470000000000001,0.0169361045045098
0.1480000000000001,0.0168784125356200
0.1490000000000001,0.0168213052080984
0.1500000000000001,0.0167647727261671
